unique_key,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location
11250812,JB178383,2018-03-08 15:43:00+00:00,033XX S WESTERN BLVD,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,APARTMENT,False,False,912,9,12,59,05,1161076.0,1882434.0,2018,2018-05-04 15:51:04+00:00,41.833084441,-87.68448435,"(41.833084441, -87.68448435)"
11260761,JB191987,2018-03-19 15:56:00+00:00,021XX W 37TH ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,False,False,912,9,11,59,15,1162869.0,1880125.0,2018,2018-05-04 15:51:04+00:00,41.826710938,-87.677970124,"(41.826710938, -87.677970124)"
11332031,JB285639,2018-05-30 17:40:00+00:00,016XX W 32ND PL,1020,ARSON,BY FIRE,RESIDENCE,False,False,912,9,11,59,09,1165983.0,1883077.0,2018,2018-06-06 15:54:13+00:00,41.834745778,-87.666461348,"(41.834745778, -87.666461348)"
11479991,JB480169,2018-10-18 06:30:00+00:00,036XX S ARCHER AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,GROCERY FOOD STORE,False,False,912,9,12,59,14,1161614.0,1880357.0,2018,2018-10-25 16:16:26+00:00,41.827373751,-87.682568055,"(41.827373751, -87.682568055)"
11485648,JB487522,2018-10-23 20:18:00+00:00,033XX S ASHLAND AVE,141C,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,ALLEY,False,False,912,9,12,59,15,1166218.0,1882395.0,2018,2018-10-30 16:19:01+00:00,41.832869291,-87.66561852,"(41.832869291, -87.66561852)"
11852771,JC462846,2019-10-07 04:24:00+00:00,033XX S ASHLAND AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,RESIDENCE,False,False,912,9,12,59,15,1166217.0,1882439.0,2019,2019-10-14 16:14:03+00:00,41.832990053,-87.665620934,"(41.832990053, -87.665620934)"
10486195,HZ225807,2016-04-14 14:46:00+00:00,033XX S ASHLAND AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,APARTMENT,False,False,912,9,11,59,20,1166212.0,1882622.0,2016,2018-02-10 15:50:01+00:00,41.83349233,-87.665634061,"(41.83349233, -87.665634061)"
23617,JA456552,2017-10-03 12:15:00+00:00,033XX S DAMEN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,912,9,11,59,01A,1163562.0,1882585.0,2017,2019-03-19 16:11:22+00:00,41.833446911,-87.675358503,"(41.833446911, -87.675358503)"
11884405,JC501386,2019-11-06 22:46:00+00:00,034XX S HERMITAGE AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,True,True,912,9,12,59,04A,1165243.0,1882010.0,2019,2019-11-13 15:55:31+00:00,41.831833552,-87.669206881,"(41.831833552, -87.669206881)"
12032993,JD211982,2020-04-18 20:47:00+00:00,038XX S WOLCOTT AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,False,True,912,9,12,59,04A,1164321.0,1879149.0,2020,2020-04-25 15:49:09+00:00,41.82400217,-87.67267053,"(41.82400217, -87.67267053)"
10851064,JA155351,2017-02-15 20:05:00+00:00,017XX W 35TH ST,4625,OTHER OFFENSE,PAROLE VIOLATION,STREET,True,False,912,9,11,59,26,1165505.0,1881515.0,2017,2018-02-10 15:50:01+00:00,41.830469658,-87.668259636,"(41.830469658, -87.668259636)"
11465577,JB460920,2018-10-02 19:00:00+00:00,017XX W 33RD PL,1360,CRIMINAL TRESPASS,TO VEHICLE,VEHICLE NON-COMMERCIAL,False,False,912,9,11,59,26,1165342.0,1882514.0,2018,2018-10-09 16:03:49+00:00,41.83321448,-87.668829335,"(41.83321448, -87.668829335)"
11732744,JC318647,2019-06-23 16:02:00+00:00,018XX W 34TH PL,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER,False,False,912,9,12,59,26,1164598.0,1881828.0,2019,2019-06-30 16:13:20+00:00,41.831347784,-87.671578603,"(41.831347784, -87.671578603)"
11829822,JC435038,2019-09-15 03:00:00+00:00,035XX S WINCHESTER AVE,0498,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,RESIDENCE,False,True,912,9,12,59,04B,1163932.0,1881184.0,2019,2019-09-22 15:59:36+00:00,41.829594631,-87.674040349,"(41.829594631, -87.674040349)"
11999189,JD173758,2020-01-01 08:00:00+00:00,031XX S ASHLAND AVE,1120,DECEPTIVE PRACTICE,FORGERY,RESTAURANT,False,False,912,9,12,59,10,1166189.0,1883453.0,2020,2020-03-07 15:45:21+00:00,41.835773169,-87.665694754,"(41.835773169, -87.665694754)"
10091401,HY279376,2015-05-28 23:36:00+00:00,034XX S WOLCOTT AVE,1544,SEX OFFENSE,SEXUAL EXPLOITATION OF A CHILD,RESIDENCE,True,False,912,9,11,59,17,1164243.0,1882010.0,2015,2018-02-10 15:50:01+00:00,41.831854709,-87.672875994,"(41.831854709, -87.672875994)"
10220530,HY407362,2015-09-02 11:30:00+00:00,036XX S ARCHER AVE,0915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",PARKING LOT/GARAGE(NON.RESID.),False,False,912,9,11,59,07,1161614.0,1880357.0,2015,2018-02-10 15:50:01+00:00,41.827373751,-87.682568055,"(41.827373751, -87.682568055)"
11140250,JA499626,2017-11-04 18:00:00+00:00,032XX S WESTERN AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,STREET,False,False,912,9,12,59,14,1161051.0,1883093.0,2017,2018-02-10 15:50:01+00:00,41.834893328,-87.684557818,"(41.834893328, -87.684557818)"
11650701,JC218986,2019-04-10 11:20:00+00:00,032XX S ASHLAND AVE,1170,DECEPTIVE PRACTICE,IMPERSONATION,RESTAURANT,False,False,912,9,12,59,11,1166194.0,1883262.0,2019,2019-04-17 16:21:11+00:00,41.835248939,-87.665681855,"(41.835248939, -87.665681855)"
8737136,HV412639,2012-08-02 19:38:00+00:00,035XX S WOOD ST,2900,WEAPONS VIOLATION,UNLAWFUL USE/SALE AIR RIFLE,ALLEY,True,False,912,9,11,59,15,1164931.0,1881172.0,2012,2018-02-10 15:50:01+00:00,41.829540605,-87.670375373,"(41.829540605, -87.670375373)"
11944411,JD106629,2020-01-06 17:05:00+00:00,034XX S OAKLEY AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,RESIDENCE,False,False,912,9,12,59,20,1161582.0,1881882.0,2020,2020-01-13 15:59:28+00:00,41.831559188,-87.682643081,"(41.831559188, -87.682643081)"
10100421,HY288759,2015-06-04 15:30:00+00:00,034XX S BELL AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,"SCHOOL, PUBLIC, BUILDING",True,False,912,9,11,59,26,1161916.0,1881869.0,2015,2018-02-10 15:50:01+00:00,41.831516566,-87.681417962,"(41.831516566, -87.681417962)"
10328891,HY519535,2015-11-30 12:00:00+00:00,032XX S LEAVITT ST,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,STREET,False,True,912,9,12,59,04B,1162211.0,1883101.0,2015,2018-02-10 15:50:01+00:00,41.834891161,-87.680301213,"(41.834891161, -87.680301213)"
10681091,HZ434033,2016-09-14 12:30:00+00:00,037XX S HONORE ST,0880,THEFT,PURSE-SNATCHING,RESIDENCE,False,False,912,9,11,59,06,1164639.0,1879801.0,2016,2018-02-10 15:50:01+00:00,41.825784612,-87.671485467,"(41.825784612, -87.671485467)"
10725314,HZ484033,2016-10-22 00:52:00+00:00,037XX S WOOD ST,2022,NARCOTICS,POSS: COCAINE,ALLEY,True,False,912,9,11,59,18,1164965.0,1879890.0,2016,2018-02-10 15:50:01+00:00,41.82602194,-87.670286929,"(41.82602194, -87.670286929)"
10858076,JA163657,2017-02-22 18:11:00+00:00,035XX S ASHLAND AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,True,False,912,9,11,59,24,1166243.0,1881366.0,2017,2018-02-10 15:50:01+00:00,41.830045077,-87.66555614,"(41.830045077, -87.66555614)"
10937014,JA252507,2017-03-01 00:00:00+00:00,036XX S HERMITAGE AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,False,912,9,11,59,26,1165281.0,1880522.0,2017,2018-02-10 15:50:01+00:00,41.827749518,-87.669109669,"(41.827749518, -87.669109669)"
11529537,JB545549,2018-12-08 20:08:00+00:00,034XX S JUSTINE ST,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,True,False,912,9,12,59,18,1166576.0,1881873.0,2018,2018-12-15 16:10:10+00:00,41.831429227,-87.664319875,"(41.831429227, -87.664319875)"
8891149,HV564840,2012-11-16 15:45:00+00:00,035XX S PAULINA ST,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE PORCH/HALLWAY,False,False,912,9,11,59,04B,1165594.0,1881303.0,2012,2018-02-10 15:50:01+00:00,41.829886017,-87.667939116,"(41.829886017, -87.667939116)"
10737419,HZ497280,2016-10-31 20:20:00+00:00,036XX S ARCHER AVE,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,SIDEWALK,False,True,912,9,11,59,03,1161614.0,1880357.0,2016,2018-02-10 15:50:01+00:00,41.827373751,-87.682568055,"(41.827373751, -87.682568055)"
11198233,JB108407,2018-01-07 15:00:00+00:00,020XX W 32ND ST,0925,MOTOR VEHICLE THEFT,"ATT: TRUCK, BUS, MOTOR HOME",PARKING LOT/GARAGE(NON.RESID.),False,False,912,9,11,59,07,1163416.0,1883454.0,2018,2018-05-04 15:51:04+00:00,41.835834607,-87.675869803,"(41.835834607, -87.675869803)"
11386682,JB357889,2018-07-20 15:00:00+00:00,035XX S LEAVITT ST,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,CTA TRAIN,False,False,912,9,11,59,14,1162269.0,1881166.0,2018,2018-07-27 15:56:39+00:00,41.829580097,-87.680142381,"(41.829580097, -87.680142381)"
11682782,JC257623,2019-05-09 18:00:00+00:00,036XX S WOOD ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,False,False,912,9,12,59,26,1164948.0,1880555.0,2019,2019-05-16 16:08:26+00:00,41.827847132,-87.670330471,"(41.827847132, -87.670330471)"
8762648,HV437823,2012-08-19 18:30:00+00:00,035XX S PAULINA ST,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,True,False,912,9,11,59,24,1165595.0,1881249.0,2012,2018-02-10 15:50:01+00:00,41.829737814,-87.667936982,"(41.829737814, -87.667936982)"
11594075,JC149420,2018-12-22 19:00:00+00:00,036XX S ASHLAND AVE,1581,SEX OFFENSE,NON-CONSENSUAL DISSEMINATION PRIVATE SEXUAL IMAGES,RESIDENCE,False,False,912,9,12,59,17,,,2018,2019-02-20 16:32:09+00:00,,,
11757985,JC349136,2019-07-14 22:54:00+00:00,036XX S WINCHESTER AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,True,True,912,9,12,59,04A,1163945.0,1880553.0,2019,2019-09-30 16:07:05+00:00,41.827862825,-87.67401042,"(41.827862825, -87.67401042)"
11989519,JD161947,2020-02-23 10:00:00+00:00,035XX S WOOD ST,1790,OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,RESIDENCE,False,False,912,9,12,59,26,1164929.0,1881227.0,2020,2020-03-01 15:52:25+00:00,41.829691573,-87.670381153,"(41.829691573, -87.670381153)"
10279431,HY467589,2015-10-19 08:30:00+00:00,036XX S WOOD ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,True,False,912,9,11,59,26,1164947.0,1880575.0,2015,2018-02-10 15:50:01+00:00,41.827902035,-87.670333573,"(41.827902035, -87.670333573)"
11618326,JC179909,2019-03-04 04:00:00+00:00,036XX S PAULINA ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,False,False,912,9,12,59,26,1165615.0,1880482.0,2019,2019-03-13 16:02:26+00:00,41.827632661,-87.6678854,"(41.827632661, -87.6678854)"
11681207,JC255732,2019-05-08 21:30:00+00:00,036XX S WOOD ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE,False,False,912,9,12,59,14,1164944.0,1880670.0,2019,2019-05-15 16:22:34+00:00,41.828162789,-87.67034189,"(41.828162789, -87.67034189)"
10109441,HY297929,2015-06-08 11:00:00+00:00,031XX S ROBINSON ST,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,PARK PROPERTY,False,False,912,9,11,59,02,1165963.0,1883732.0,2015,2018-02-10 15:50:01+00:00,41.83654359,-87.666516076,"(41.83654359, -87.666516076)"
10746435,HZ507629,2016-11-08 11:30:00+00:00,038XX S HONORE ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,False,912,9,11,59,26,1164658.0,1879121.0,2016,2018-02-10 15:50:01+00:00,41.823918217,-87.671434981,"(41.823918217, -87.671434981)"
9784432,HX433442,2014-09-18 15:00:00+00:00,019XX W 35TH ST,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,LIBRARY,False,False,912,9,11,59,14,1164090.0,1881483.0,2014,2018-02-10 15:50:01+00:00,41.830411791,-87.673452222,"(41.830411791, -87.673452222)"
10620051,HZ373253,2016-08-01 01:30:00+00:00,019XX W 36TH ST,0479,BATTERY,AGG: HANDS/FIST/FEET SERIOUS INJURY,STREET,False,False,912,9,11,59,04B,1163823.0,1880812.0,2016,2018-02-10 15:50:01+00:00,41.828576118,-87.674450736,"(41.828576118, -87.674450736)"
11032543,JA365247,2017-07-27 07:40:00+00:00,036XX S HONORE ST,4650,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,APARTMENT,True,False,912,9,11,59,26,1164616.0,1880643.0,2017,2018-02-10 15:50:01+00:00,41.828095637,-87.671546053,"(41.828095637, -87.671546053)"
11348605,JB307988,2018-06-13 18:04:00+00:00,019XX W 33RD ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,STREET,False,False,912,9,11,59,11,1163830.0,1882804.0,2018,2018-06-20 16:03:16+00:00,41.834042232,-87.674368991,"(41.834042232, -87.674368991)"
8518706,HV195587,2012-03-13 12:00:00+00:00,035XX S IRON ST,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,True,False,912,9,11,59,24,1167948.0,1881304.0,2012,2016-02-04 06:33:39+00:00,41.829838403,-87.659302275,"(41.829838403, -87.659302275)"
9057002,HW201582,2013-03-21 16:36:00+00:00,037XX S WOOD ST,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,False,False,912,9,11,59,24,1164962.0,1880006.0,2013,2018-02-10 15:50:01+00:00,41.82634032,-87.670294651,"(41.82634032, -87.670294651)"
11803379,JC403332,2019-08-21 09:15:00+00:00,038XX S HERMITAGE AVE,1581,SEX OFFENSE,NON-CONSENSUAL DISSEMINATION PRIVATE SEXUAL IMAGES,RESIDENCE,False,False,912,9,12,59,17,1165315.0,1879270.0,2019,2019-08-28 16:19:02+00:00,41.824313174,-87.669020445,"(41.824313174, -87.669020445)"
12044056,JD224582,2020-05-04 14:00:00+00:00,022XX W 35TH ST,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,OTHER (SPECIFY),False,False,912,9,12,59,02,1161777.0,1881430.0,2020,2020-05-31 15:43:58+00:00,41.830314794,-87.681940181,"(41.830314794, -87.681940181)"
10018990,HY208269,2015-04-02 19:20:00+00:00,018XX W 38TH ST,2022,NARCOTICS,POSS: COCAINE,STREET,True,False,912,9,11,59,18,1164836.0,1879503.0,2015,2018-02-10 15:50:01+00:00,41.824962701,-87.670771152,"(41.824962701, -87.670771152)"
10113282,HY302446,2015-06-12 13:00:00+00:00,017XX W 33RD ST,1185,DECEPTIVE PRACTICE,DECEPTIVE COLLECTION PRACTICES,RESIDENCE,False,False,912,9,11,59,11,1165313.0,1882846.0,2015,2018-02-10 15:50:01+00:00,41.834126138,-87.668926319,"(41.834126138, -87.668926319)"
11679045,JC252201,2019-05-05 19:00:00+00:00,035XX S PAULINA ST,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,False,True,912,9,12,59,08B,1165597.0,1881168.0,2019,2019-05-12 16:04:54+00:00,41.829515499,-87.667931946,"(41.829515499, -87.667931946)"
8534999,HV211680,2012-03-23 18:30:00+00:00,022XX W 37TH ST,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,PARK PROPERTY,False,False,912,9,11,59,26,1162003.0,1880106.0,2012,2016-02-04 06:33:39+00:00,41.826676884,-87.681147857,"(41.826676884, -87.681147857)"
8771486,HV445761,2012-08-25 01:17:00+00:00,033XX S ASHLAND AVE,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,STREET,True,False,912,9,11,59,24,1166212.0,1882622.0,2012,2018-02-10 15:50:01+00:00,41.83349233,-87.665634061,"(41.83349233, -87.665634061)"
11929178,JC556271,2019-12-22 09:40:00+00:00,038XX S WESTERN BLVD,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,True,False,912,9,12,59,26,1161152.0,1879231.0,2019,2019-12-29 15:47:59+00:00,41.824293468,-87.684294281,"(41.824293468, -87.684294281)"
10225736,HY412977,2015-09-06 15:00:00+00:00,036XX S ARCHER AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,GROCERY FOOD STORE,False,False,912,9,11,59,11,1161614.0,1880357.0,2015,2018-02-10 15:50:01+00:00,41.827373751,-87.682568055,"(41.827373751, -87.682568055)"
10475903,HZ207182,2016-03-30 17:09:00+00:00,033XX S HAMILTON AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,True,False,912,9,12,59,18,1162562.0,1882457.0,2016,2018-02-10 15:50:01+00:00,41.833116625,-87.67903129,"(41.833116625, -87.67903129)"
10916675,JA230298,2017-04-18 22:59:00+00:00,033XX S ASHLAND AVE,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,False,False,912,9,11,59,14,1166207.0,1882790.0,2017,2018-02-10 15:50:01+00:00,41.833953446,-87.665647616,"(41.833953446, -87.665647616)"
11110180,JA459160,2017-09-07 00:01:00+00:00,033XX S LEAVITT ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,912,9,12,59,11,1162228.0,1882564.0,2017,2018-02-10 15:50:01+00:00,41.833417219,-87.680253815,"(41.833417219, -87.680253815)"
11661139,JC231618,2019-04-20 05:24:00+00:00,037XX S WOOD ST,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,STREET,False,False,912,9,12,59,15,1164962.0,1880006.0,2019,2019-04-27 16:07:28+00:00,41.82634032,-87.670294651,"(41.82634032, -87.670294651)"
11672385,JC245030,2019-05-01 07:25:00+00:00,019XX W 38TH ST,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,True,False,912,9,12,59,04A,1163881.0,1879483.0,2019,2019-05-08 16:25:27+00:00,41.824927976,-87.674275344,"(41.824927976, -87.674275344)"
8602126,HV276348,2012-05-08 01:00:00+00:00,037XX S WESTERN BLVD,1460,WEAPONS VIOLATION,POSS FIREARM/AMMO:NO FOID CARD,STREET,True,False,912,9,11,59,15,1161139.0,1879709.0,2012,2016-02-04 06:33:39+00:00,41.825605425,-87.684328727,"(41.825605425, -87.684328727)"
8729212,HT191173,2011-03-06 14:45:33+00:00,036XX S IRON ST,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,False,False,912,9,11,59,07,1167949.0,1880705.0,2011,2018-02-10 15:50:01+00:00,41.828194666,-87.659315849,"(41.828194666, -87.659315849)"
8978909,HW126595,2013-01-21 21:00:00+00:00,031XX S ASHLAND AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,CTA PLATFORM,False,False,912,9,11,59,14,1166170.0,1884202.0,2013,2018-02-10 15:50:01+00:00,41.837828905,-87.665743111,"(41.837828905, -87.665743111)"
9067293,HW212222,2013-03-30 01:53:00+00:00,036XX S WOOD ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE,False,False,912,9,11,59,14,1164944.0,1880670.0,2013,2018-02-10 15:50:01+00:00,41.828162789,-87.67034189,"(41.828162789, -87.67034189)"
9429970,HW573416,2013-12-11 12:00:00+00:00,031XX S WOLCOTT AVE,0843,THEFT,ATTEMPT FINANCIAL IDENTITY THEFT,OTHER,False,False,912,9,11,59,06,1164198.0,1883681.0,2013,2018-02-10 15:50:01+00:00,41.836441058,-87.672993973,"(41.836441058, -87.672993973)"
11975626,JD144783,2020-02-08 09:00:00+00:00,023XX W 35TH PL,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,False,False,912,9,12,59,14,1161481.0,1881061.0,2020,2020-02-15 15:48:50+00:00,41.82930837,-87.683036463,"(41.82930837, -87.683036463)"
10336787,HY527877,2015-12-07 08:35:00+00:00,038XX S HONORE ST,4230,KIDNAPPING,UNLAWFUL RESTRAINT,APARTMENT,True,False,912,9,11,59,26,1164659.0,1879110.0,2015,2018-02-10 15:50:01+00:00,41.82388801,-87.671431623,"(41.82388801, -87.671431623)"
11334867,JB288915,2018-06-01 18:20:00+00:00,034XX S BELL AVE,0650,BURGLARY,HOME INVASION,RESIDENCE,False,False,912,9,11,59,05,1161919.0,1881748.0,2018,2018-06-08 15:51:14+00:00,41.831184466,-87.681410324,"(41.831184466, -87.681410324)"
11371547,JB338399,2018-07-06 18:10:00+00:00,022XX W PERSHING RD,2220,LIQUOR LAW VIOLATION,ILLEGAL POSSESSION BY MINOR,PARK PROPERTY,True,False,912,9,11,59,22,1162169.0,1878783.0,2018,2018-07-13 15:50:04+00:00,41.823042962,-87.68057571,"(41.823042962, -87.68057571)"
11400406,JB375814,2018-08-02 10:00:00+00:00,023XX W PERSHING RD,1790,OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,PARK PROPERTY,False,False,912,9,11,59,20,1161461.0,1878766.0,2018,2018-08-09 16:00:26+00:00,41.823011043,-87.683173564,"(41.823011043, -87.683173564)"
8528089,HV205513,2012-03-18 16:00:00+00:00,031XX S ASHLAND AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,STREET,False,False,912,9,11,59,11,1166170.0,1884202.0,2012,2016-02-04 06:33:39+00:00,41.837828905,-87.665743111,"(41.837828905, -87.665743111)"
11855715,JC466324,2019-10-08 18:01:00+00:00,037XX S HONORE ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,False,912,9,12,59,26,1164634.0,1879930.0,2019,2019-10-15 16:10:06+00:00,41.826138708,-87.671500165,"(41.826138708, -87.671500165)"
12045617,JD226429,2020-05-01 12:00:00+00:00,032XX S ARCHER AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,912,9,12,59,11,1165099.0,1883258.0,2020,2020-05-10 15:44:54+00:00,41.835261247,-87.669699858,"(41.835261247, -87.669699858)"
11216864,JB126104,2018-01-11 00:01:00+00:00,036XX S HERMITAGE AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,True,912,9,11,59,20,1165278.0,1880651.0,2018,2018-09-13 15:56:52+00:00,41.828103571,-87.669117016,"(41.828103571, -87.669117016)"
11784888,JC381301,2019-08-06 15:55:00+00:00,038XX S WESTERN BLVD,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,True,False,912,9,12,59,24,1161153.0,1879211.0,2019,2019-08-13 16:18:46+00:00,41.824238565,-87.684291166,"(41.824238565, -87.684291166)"
10425018,HZ163094,2016-02-23 20:00:00+00:00,034XX S HAMILTON AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False,912,9,11,59,26,1162582.0,1881826.0,2016,2018-02-10 15:50:01+00:00,41.831384674,-87.678975542,"(41.831384674, -87.678975542)"
10526234,HZ268842,2016-05-17 21:35:00+00:00,035XX S WESTERN BLVD,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,False,False,912,9,11,59,04A,1161094.0,1881300.0,2016,2018-02-10 15:50:01+00:00,41.829972244,-87.684449734,"(41.829972244, -87.684449734)"
11025729,JA355362,2017-07-19 23:06:00+00:00,036XX S DAMEN AVE,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,False,False,912,9,11,59,07,1163618.0,1880485.0,2017,2018-02-10 15:50:01+00:00,41.827683106,-87.675212058,"(41.827683106, -87.675212058)"
11245719,JB171974,2018-03-02 22:00:00+00:00,036XX S HOYNE AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,False,False,912,9,11,59,26,1162954.0,1880476.0,2018,2018-05-04 15:51:04+00:00,41.827672341,-87.677648446,"(41.827672341, -87.677648446)"
11546085,JB566699,2018-12-25 03:39:00+00:00,035XX S DAMEN AVE,2022,NARCOTICS,POSS: COCAINE,STREET,True,False,912,9,12,59,18,1163595.0,1881305.0,2018,2019-01-01 16:14:44+00:00,41.829933759,-87.675273397,"(41.829933759, -87.675273397)"
8132101,HT366575,2011-06-25 21:30:00+00:00,035XX S HOYNE AVE,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,APARTMENT,False,False,912,9,11,59,05,1162935.0,1881141.0,2011,2018-02-10 15:50:01+00:00,41.829497573,-87.677699535,"(41.829497573, -87.677699535)"
8660532,HV335363,2012-06-15 00:02:00+00:00,035XX S WESTERN BLVD,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,ALLEY,True,False,912,9,11,59,08B,1161097.0,1881191.0,2012,2016-02-04 06:33:39+00:00,41.829673073,-87.684441748,"(41.829673073, -87.684441748)"
12032616,JD211540,2020-02-04 09:00:00+00:00,034XX S BELL AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,912,9,12,59,11,1161919.0,1881775.0,2020,2020-04-22 15:53:55+00:00,41.831258557,-87.681409572,"(41.831258557, -87.681409572)"
10117010,HY305758,2015-06-17 10:30:00+00:00,032XX S ASHLAND AVE,1790,OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,RESIDENCE PORCH/HALLWAY,True,True,912,9,11,59,20,1166196.0,1883206.0,2015,2018-02-10 15:50:01+00:00,41.835095227,-87.665676113,"(41.835095227, -87.665676113)"
10118954,HY307448,2015-06-19 11:30:00+00:00,035XX S PAULINA ST,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",True,False,912,9,11,59,08B,1165596.0,1881229.0,2015,2018-02-10 15:50:01+00:00,41.829682911,-87.667933881,"(41.829682911, -87.667933881)"
8725466,HV401274,2012-07-26 00:00:00+00:00,016XX W 38TH PL,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,APARTMENT,False,False,912,9,11,59,14,1165974.0,1879197.0,2012,2016-02-04 06:33:39+00:00,41.824098847,-87.666604863,"(41.824098847, -87.666604863)"
